Project:,Preeti_MushroomAdhesion,,,
,,,,
Test:,2020_03_17_Sample144_v500__5Hz_10Deg_v500_Fn4N,,,
,,,,
Result:,Measurement 1,,,
,,,,
Interval and data points:,1,773,,
Interval data:,Point No.,Normal Force,Gap,Time
,,,,
,,[N],[mm],[s]
,1,-0.00052687,24.9998,0.051
,2,0.00180382,24.983,0.101
,3,0.00223596,24.959,0.15
,4,-0.000739634,24.934,0.201
,5,0.00132528,24.909,0.251
,6,7.71E-05,24.8831,0.301
,7,0.00131047,24.859,0.351
,8,-8.07E-05,24.834,0.401
,9,-0.00183035,24.8081,0.451
,10,0.00375534,24.784,0.501
,11,-0.000592341,24.759,0.551
,12,0.000385369,24.734,0.601
,13,0.00215997,24.709,0.651
,14,0.0026385,24.684,0.701
,15,0.00219506,24.659,0.751
,16,0.000153502,24.634,0.801
,17,-0.00174034,24.609,0.851
,18,6.62E-05,24.584,0.901
,19,0.00189188,24.5592,0.951
,20,0.000345622,24.5341,1.001
,21,-0.00123298,24.509,1.051
,22,-0.000144586,24.4842,1.1
,23,-0.000515968,24.4592,1.15
,24,0.00083078,24.4343,1.2
,25,-0.00296706,24.4094,1.25
,26,0.00458068,24.3854,1.3
,27,-0.00216743,24.3604,1.35
,28,-0.00235877,24.3354,1.4
,29,-0.00104164,24.3104,1.45
,30,0.0013627,24.2854,1.5
,31,-0.000385026,24.2604,1.55
,32,-0.000934864,24.2354,1.6
,33,-0.0009754,24.2104,1.65
,34,-0.00200884,24.1856,1.7
,35,0.000352259,24.1607,1.75
,36,-0.00141262,24.1356,1.8
,37,-0.000533884,24.1104,1.85
,38,-0.00173177,24.0856,1.9
,39,-0.00144808,24.0607,1.95
,40,-0.000986695,24.0356,2
,41,6.39E-05,24.0104,2.05
,42,-0.00190596,23.9856,2.1
,43,-0.00118037,23.9607,2.15
,44,-0.00295108,23.9356,2.2
,45,-0.00299511,23.9104,2.25
,46,-0.00255321,23.8856,2.3
,47,-0.00383449,23.8607,2.35
,48,-0.00226446,23.8356,2.4
,49,-0.00375304,23.8104,2.45
,50,-0.00304733,23.7856,2.5
,51,-0.00481024,23.7604,2.55
,52,-0.00429587,23.7354,2.6
,53,-0.00611334,23.7104,2.65
,54,-0.00462866,23.6854,2.7
,55,-0.00267324,23.6604,2.75
,56,-0.00592981,23.6354,2.8
,57,-0.00640404,23.6104,2.85
,58,-0.00281001,23.5854,2.9
,59,-0.00475803,23.5604,2.95
,60,-0.00467658,23.5354,3
,61,-0.00740748,23.5104,3.05
,62,-0.00642937,23.4856,3.1
,63,-0.00587954,23.4607,3.15
,64,-0.00654355,23.4356,3.2
,65,-0.00688959,23.4104,3.25
,66,-0.00623453,23.3858,3.3
,67,-0.00758945,23.3607,3.35
,68,-0.00696558,23.3366,3.4
,69,-0.0112836,23.3116,3.45
,70,-0.00915208,23.2869,3.5
,71,-0.00614061,23.2618,3.55
,72,-0.00649173,23.2366,3.6
,73,-0.00880877,23.2116,3.65
,74,-0.0080937,23.1869,3.7
,75,-0.00822152,23.1618,3.75
,76,-0.00649016,23.1366,3.8
,77,-0.00903595,23.1119,3.85
,78,-0.00961619,23.0869,3.9
,79,-0.0062509,23.0619,3.95
,80,-0.00672826,23.0366,4
,81,-0.00627741,23.0116,4.05
,82,-0.00953981,22.9869,4.1
,83,-0.00436329,22.9618,4.15
,84,-0.00549725,22.9366,4.2
,85,-0.0114894,22.9116,4.25
,86,-0.010274,22.8869,4.3
,87,-0.00694297,22.8618,4.35
,88,-0.00734746,22.8366,4.4
,89,-0.00760933,22.8116,4.45
,90,-0.00610399,22.7866,4.5
,91,-0.00375421,22.7615,4.55
,92,-0.00544816,22.7366,4.6
,93,-0.00603151,22.7115,4.65
,94,-0.00597968,22.6866,4.7
,95,-0.00295849,22.6615,4.75
,96,-0.00281509,22.6366,4.8
,97,-0.00524475,22.6115,4.851
,98,-0.00813422,22.5863,4.901
,99,-0.00313345,22.5615,4.951
,100,-0.0039206,22.5365,5.001
,101,-0.00549219,22.5112,5.051
,102,-0.00779326,22.4866,5.101
,103,-0.00100072,22.4615,5.151
,104,-0.00491625,22.4366,5.201
,105,-0.00139782,22.4115,5.251
,106,-0.00766933,22.386,5.301
,107,-0.000136018,22.3618,5.351
,108,-0.00367043,22.3366,5.401
,109,-0.000880311,22.3116,5.451
,110,-0.00270636,22.2877,5.501
,111,0.000101676,22.2627,5.551
,112,-0.0013943,22.2381,5.601
,113,-0.00169318,22.2131,5.651
,114,-0.00119284,22.1881,5.701
,115,-0.00185412,22.1631,5.751
,116,-0.00103658,22.1381,5.801
,117,-0.00275897,22.1131,5.851
,118,-0.0089584,22.0869,5.901
,119,0.00106926,22.0631,5.951
,120,-0.00143989,22.0381,6.001
,121,-0.0052163,22.0119,6.051
,122,-0.000833546,21.9881,6.101
,123,-0.000820686,21.9631,6.151
,124,0.0011585,21.9379,6.201
,125,-0.00147887,21.9129,6.251
,126,0.000390833,21.8881,6.301
,127,-0.00239657,21.8618,6.351
,128,0.00350088,21.8379,6.401
,129,0.00119474,21.8129,6.451
,130,-6.63E-05,21.7878,6.501
,131,0.000763754,21.7628,6.551
,132,0.00212452,21.7378,6.601
,133,0.00155558,21.7128,6.651
,134,-0.000929023,21.6878,6.701
,135,0.00440455,21.6628,6.751
,136,-0.00159577,21.6366,6.801
,137,0.00158481,21.6126,6.851
,138,0.00179445,21.5876,6.901
,139,0.00202437,21.5628,6.951
,140,0.00259253,21.5378,7.001
,141,0.00103341,21.5128,7.051
,142,0.00042824,21.4878,7.101
,143,0.00250524,21.4628,7.151
,144,0.00149597,21.4378,7.201
,145,0.00393108,21.4129,7.251
,146,0.00105407,21.3881,7.301
,147,0.000807782,21.3631,7.351
,148,-0.000747437,21.3381,7.401
,149,0.00120175,21.3131,7.451
,150,4.28E-05,21.2881,7.501
,151,0.00204931,21.2631,7.551
,152,0.000572806,21.2377,7.601
,153,0.00198775,21.2144,7.651
,154,-0.000685866,21.1894,7.701
,155,0.00182056,21.1644,7.751
,156,0.00034522,21.1394,7.801
,157,-0.0010241,21.1145,7.851
,158,-9.63E-05,21.0894,7.901
,159,-0.00090603,21.0646,7.951
,160,-0.00297057,21.0394,8.001
,161,0.00246548,21.0144,8.051
,162,0.00131515,20.9882,8.101
,163,0.00317587,20.9631,8.151
,164,-0.00323983,20.9394,8.201
,165,-0.00018473,20.9131,8.251
,166,-0.00353949,20.8894,8.301
,167,-0.000376458,20.8644,8.351
,168,-0.00391203,20.8394,8.401
,169,-0.00344442,20.8144,8.451
,170,0.00117565,20.7881,8.501
,171,-0.00247021,20.7644,8.551
,172,-0.00145626,20.7394,8.601
,173,-0.00231979,20.7144,8.651
,174,-0.0040831,20.6894,8.701
,175,-0.00146289,20.6644,8.751
,176,-0.00251892,20.6394,8.801
,177,-0.00301226,20.6144,8.851
,178,-0.0073463,20.5894,8.901
,179,-0.00600618,20.5644,8.951
,180,-0.00572521,20.5394,9.001
,181,-0.00561689,20.5144,9.051
,182,-0.00608724,20.4894,9.101
,183,0.000371724,20.4631,9.151
,184,-0.00392957,20.4394,9.201
,185,-0.00484493,20.4144,9.251
,186,-0.00744138,20.3894,9.301
,187,-0.00103462,20.3634,9.351
,188,-0.00601514,20.3396,9.401
,189,-0.00757621,20.3145,9.451
,190,-0.00759179,20.2894,9.501
,191,-0.00701039,20.2646,9.551
,192,-0.00129728,20.2387,9.601
,193,-0.0058468,20.2147,9.651
,194,-0.00789497,20.1907,9.701
,195,-0.00559935,20.1657,9.751
,196,-0.00437887,20.1399,9.801
,197,-0.00700221,20.1158,9.851
,198,-0.00761128,20.0908,9.901
,199,-0.00617763,20.0658,9.951
,200,-0.00629064,20.0408,10
,201,-0.00433406,20.0158,10.05
,202,-0.00700181,19.9908,10.1
,203,-0.00587836,19.9658,10.15
,204,-0.00339844,19.9408,10.2
,205,-0.00591148,19.9158,10.25
,206,-0.00766934,19.8908,10.3
,207,-0.00696907,19.8658,10.35
,208,-0.00638612,19.8408,10.4
,209,-0.00652719,19.8158,10.45
,210,-0.00868524,19.7908,10.5
,211,-0.00631558,19.7658,10.55
,212,-0.0068588,19.7408,10.6
,213,-0.00729096,19.715,10.65
,214,-0.00703183,19.6908,10.7
,215,-0.00493729,19.6658,10.75
,216,-0.00561728,19.6408,10.8
,217,-0.00958189,19.6158,10.85
,218,-0.00556428,19.5908,10.9
,219,-0.00557909,19.5658,10.95
,220,-0.00379864,19.5408,11
,221,-0.00614685,19.5158,11.05
,222,-0.00471712,19.4908,11.1
,223,-0.00478804,19.4658,11.15
,224,-0.00252944,19.4413,11.2
,225,-0.00496262,19.4161,11.25
,226,-0.00585304,19.391,11.3
,227,-0.00129104,19.3663,11.35
,228,-0.000394767,19.3415,11.4
,229,-0.00255517,19.3165,11.45
,230,-0.00609659,19.2915,11.5
,231,-0.00383175,19.2665,11.55
,232,-0.00205638,19.2415,11.6
,233,-0.00323905,19.2165,11.65
,234,-0.00277145,19.1915,11.7
,235,-0.00276676,19.1665,11.75
,236,-0.000821476,19.1423,11.8
,237,-0.00173957,19.1173,11.85
,238,-0.00405933,19.0925,11.9
,239,-0.0045176,19.0674,11.95
,240,-0.000509347,19.0427,12
,241,-0.00635768,19.0169,12.05
,242,-0.00436134,18.9923,12.1
,243,0.00181043,18.9677,12.15
,244,0.00140828,18.9429,12.2
,245,0.000986263,18.9178,12.25
,246,0.000190144,18.8927,12.3
,247,-0.000774319,18.8677,12.35
,248,0.000261068,18.8429,12.4
,249,0.00120019,18.8179,12.45
,250,0.00187902,18.7927,12.5
,251,0.00148777,18.7679,12.55
,252,0.00235989,18.7429,12.6
,253,0.00359323,18.7179,12.65
,254,-0.000306706,18.6929,12.7
,255,0.000458628,18.6679,12.75
,256,0.00197332,18.6429,12.8
,257,0.00229987,18.6179,12.85
,258,-0.000344113,18.5929,12.9
,259,-0.00237435,18.5679,12.95
,260,-0.00260154,18.5421,13
,261,0.00305859,18.5179,13.05
,262,0.000999898,18.4929,13.1
,263,-0.00059935,18.4678,13.15
,264,0.000939498,18.4429,13.2
,265,0.00193435,18.4182,13.25
,266,-0.00225005,18.3922,13.3
,267,-0.000868241,18.3673,13.35
,268,0.00224064,18.3435,13.4
,269,0.000360047,18.3177,13.45
,270,0.00187707,18.2935,13.5
,271,0.00408267,18.2685,13.55
